#query	target	e-value	identity (%)	score
YAL001C				
YLL061W	Paxin1_165865	7e-77	33%	252
YLL062C				
YLL063C				
YLL064C				
YLL065W				
YLL066C				
YLL066W-A				
YLL066W-B				
YLL067C				
YLL067W-A				
YLR001C				
YLR002C	Paxin1_175850	6e-77	33%	261
YLR003C				
YLR004C	Paxin1_177468	8e-89	34%	281
YLR004C	Paxin1_167364	3e-86	32%	274
YLR004C	Paxin1_174659	5e-78	32%	252
YLR004C	Paxin1_7408	2e-44	30%	159
YLR004C	Paxin1_168924	6e-33	25%	130
YLR005W	Paxin1_109341	3e-102	40%	309
YLR006C	Paxin1_96157	9e-42	48%	163
YLR006C	Paxin1_116371	2e-15	32%	79.7
YLR007W				
YLR008C	Paxin1_170525	6e-27	46%	97.1
YLR009W	Paxin1_168384	5e-59	57%	182
YLR010C				
YLR011W				
YLR012C				
YLR013W				
YLR014C	Paxin1_67884	1e-13	31%	74.3
YLR015W				
YLR016C	Paxin1_72600	7e-15	29%	70.5
YLR017W	Paxin1_170042	5e-83	45%	253
YLR018C				
YLR019W	Paxin1_71375	7e-80	64%	243
YLR019W	Paxin1_66889	6e-56	50%	185
YLR019W	Paxin1_166308	3e-29	40%	117
YLR019W	Paxin1_52148	1e-23	34%	99.4
YLR019W	Paxin1_103307	3e-23	33%	99.0
YLR020C	Paxin1_76947	8e-22	24%	97.4
YLR021W				
YLR022C	Paxin1_104509	2e-66	46%	205
YLR023C	Paxin1_167180	1e-25	26%	109
YLR023C	Paxin1_172361	3e-17	29%	81.6
YLR024C				
YLR025W	Paxin1_166309	9e-28	33%	104
YLR026C	Paxin1_124274	7e-63	38%	202
YLR027C	Paxin1_168282	4e-144	48%	416
YLR027C	Paxin1_165112	8e-123	45%	362
YLR028C	Paxin1_160155	0.0	50%	538
YLR029C	Paxin1_152123	7e-111	75%	315
YLR030W				
YLR031W				
YLR032W	Paxin1_64144	1e-95	28%	329
YLR032W	Paxin1_68178	3e-69	28%	246
YLR032W	Paxin1_165253	2e-57	28%	216
YLR032W	Paxin1_173096	7e-56	31%	211
YLR032W	Paxin1_10741	1e-49	26%	187
YLR033W				
YLR034C	Paxin1_104681	5e-82	34%	264
YLR034C	Paxin1_106082	2e-81	35%	261
YLR035C	Paxin1_69419	5e-21	27%	94.7
YLR035C	Paxin1_115810	7e-16	36%	80.5
YLR035C	Paxin1_108421	5e-14	28%	74.7
YLR035C-A	Paxin1_52879	6e-23	33%	98.2
YLR035C-A	Paxin1_52884	2e-22	23%	100
YLR035C-A	Paxin1_52825	3e-20	28%	92.0
YLR035C-A	Paxin1_48658	1e-11	31%	63.2
YLR036C				
YLR037C				
YLR038C	Paxin1_79676	1e-32	63%	107
YLR039C				
YLR040C				
YLR041W				
YLR042C				
YLR043C	Paxin1_170094	3e-26	39%	92.8
YLR043C	Paxin1_152317	1e-25	42%	92.8
YLR043C	Paxin1_16495	3e-19	41%	75.5
YLR043C	Paxin1_53865	6e-16	27%	66.2
YLR043C	Paxin1_135595	8e-14	36%	61.6
YLR044C	Paxin1_175618	3e-170	45%	495
YLR044C	Paxin1_168208	4e-12	24%	68.2
YLR045C	Paxin1_74088	3e-46	27%	179
YLR046C	Paxin1_166231	7e-12	28%	63.5
YLR046C	Paxin1_75421	2e-11	26%	62.4
YLR047C				
YLR048W	Paxin1_167126	4e-101	67%	295
YLR048W	Paxin1_159176	5e-19	62%	79.7
YLR049C				
YLR050C				
YLR051C	Paxin1_72512	7e-13	32%	63.9
YLR052W				
YLR053C				
YLR054C				
YLR055C	Paxin1_162533	6e-76	30%	254
YLR056W	Paxin1_168620	6e-84	43%	256
YLR056W	Paxin1_116420	2e-79	42%	244
YLR057W				
YLR058C	Paxin1_78991	1e-157	51%	453
YLR058C	Paxin1_164102	8e-53	41%	182
YLR059C	Paxin1_77177	1e-52	47%	169
YLR060W	Paxin1_178824	0.0	48%	587
YLR061W	Paxin1_102496	2e-30	48%	105
YLR062C				
YLR063W				
YLR064W				
YLR065C				
YLR066W	Paxin1_167116	1e-24	40%	93.6
YLR067C				
YLR068W				
YLR069C	Paxin1_161079	0.0	60%	870
YLR069C	Paxin1_67798	4e-81	29%	275
YLR069C	Paxin1_182026	1e-25	35%	111
YLR069C	Paxin1_165289	3e-19	40%	92.0
YLR069C	Paxin1_165449	1e-13	29%	73.9
YLR070C	Paxin1_166363	4e-96	43%	290
YLR070C	Paxin1_137983	2e-67	36%	215
YLR070C	Paxin1_165735	4e-59	35%	194
YLR070C	Paxin1_169671	6e-28	26%	110
YLR070C	Paxin1_103422	8e-26	27%	105
YLR071C				
YLR072W	Paxin1_13308	4e-20	35%	94.4
YLR072W	Paxin1_103063	5e-19	30%	87.8
YLR072W	Paxin1_122092	1e-15	31%	77.0
YLR072W	Paxin1_101706	1e-14	32%	77.0
YLR073C				
YLR074C	Paxin1_171434	3e-22	53%	85.5
YLR075W	Paxin1_91876	9e-119	73%	335
YLR075W	Paxin1_158736	2e-115	73%	327
YLR076C				
YLR077W				
YLR078C	Paxin1_70992	8e-14	24%	67.8
YLR079W				
YLR080W				
YLR081W	Paxin1_86777	3e-127	39%	382
YLR081W	Paxin1_113728	6e-91	32%	289
YLR081W	Paxin1_169976	2e-89	33%	285
YLR081W	Paxin1_169083	7e-64	30%	218
YLR081W	Paxin1_176778	3e-53	29%	188
YLR082C				
YLR083C	Paxin1_90450	3e-177	43%	517
YLR084C	Paxin1_70501	4e-12	24%	70.1
YLR085C	Paxin1_167597	4e-53	29%	183
YLR085C	Paxin1_165142	3e-19	24%	87.8
YLR085C	Paxin1_165842	3e-17	21%	82.4
YLR085C	Paxin1_20103	1e-16	27%	77.8
YLR086W	Paxin1_100517	5e-82	70%	296
YLR086W	Paxin1_99948	6e-68	25%	251
YLR086W	Paxin1_174879	1e-21	25%	101
YLR086W	Paxin1_93588	2e-15	44%	73.2
YLR086W	Paxin1_134132	6e-15	44%	79.3
YLR087C	Paxin1_70857	9e-87	25%	318
YLR088W	Paxin1_10481	2e-35	28%	140
YLR089C	Paxin1_75712	1e-143	47%	424
YLR089C	Paxin1_177056	2e-12	26%	68.2
YLR090W	Paxin1_79692	2e-51	33%	177
YLR090W	Paxin1_162188	4e-45	32%	161
YLR090W	Paxin1_169913	3e-36	27%	136
YLR090W	Paxin1_65314	3e-24	27%	104
YLR090W	Paxin1_165811	4e-16	43%	79.7
YLR091W				
YLR092W	Paxin1_131065	0.0	42%	556
YLR092W	Paxin1_176667	3e-158	52%	480
YLR092W	Paxin1_169054	2e-39	28%	155
YLR092W	Paxin1_90768	3e-38	27%	150
YLR093C				
YLR094C				
YLR095C				
YLR096W	Paxin1_100605	2e-114	42%	385
YLR096W	Paxin1_76691	7e-57	34%	199
YLR096W	Paxin1_156431	2e-52	35%	200
YLR096W	Paxin1_174169	2e-49	34%	187
YLR096W	Paxin1_168752	2e-46	30%	181
YLR097C	Paxin1_165707	2e-16	25%	79.0
YLR098C	Paxin1_98785	3e-13	22%	72.4
YLR099C	Paxin1_166174	4e-31	26%	122
YLR099W-A				
YLR100W	Paxin1_107309	2e-32	29%	124
YLR100W	Paxin1_160468	5e-29	27%	114
YLR101C				
YLR102C				
YLR103C	Paxin1_112153	2e-80	29%	268
YLR104W				
YLR105C	Paxin1_66761	4e-23	39%	95.1
YLR106C	Paxin1_97867	0.0	40%	1625
YLR107W	Paxin1_67937	5e-31	28%	123
YLR107W	Paxin1_179259	6e-20	33%	90.9
YLR108C				
YLR109W	Paxin1_11148	5e-25	35%	94.4
YLR109W	Paxin1_94719	7e-14	35%	63.9
YLR109W	Paxin1_68944	7e-14	35%	63.9
YLR110C				
YLR111W				
YLR112W				
YLR113W	Paxin1_165459	0.0	76%	602
YLR113W	Paxin1_168917	4e-109	48%	326
YLR113W	Paxin1_162910	1e-104	49%	313
YLR113W	Paxin1_172848	2e-101	46%	305
YLR113W	Paxin1_66834	8e-97	44%	296
YLR114C	Paxin1_129911	9e-101	36%	324
YLR115W	Paxin1_96548	1e-29	21%	125
YLR116W	Paxin1_12932	2e-90	52%	283
YLR117C	Paxin1_128870	5e-135	35%	414
YLR118C	Paxin1_174811	4e-38	31%	132
YLR118C	Paxin1_166768	1e-36	31%	129
YLR118C	Paxin1_127925	4e-36	30%	127
YLR118C	Paxin1_165026	7e-36	33%	125
YLR119W				
YLR120C	Paxin1_166219	6e-18	27%	85.1
YLR120C	Paxin1_71266	1e-13	26%	71.6
YLR120C	Paxin1_152494	1e-12	26%	69.3
YLR120C	Paxin1_169530	1e-12	26%	68.9
YLR120C	Paxin1_169881	1e-12	27%	69.3
YLR120W-A				
YLR121C	Paxin1_166219	2e-28	30%	115
YLR121C	Paxin1_152494	2e-27	31%	114
YLR121C	Paxin1_169530	1e-26	31%	110
YLR121C	Paxin1_167075	2e-22	28%	99.0
YLR121C	Paxin1_106243	3e-22	28%	98.6
YLR122C				
YLR123C				
YLR124W				
YLR125W				
YLR126C	Paxin1_117903	3e-20	30%	86.3
YLR127C	Paxin1_72256	9e-27	23%	114
YLR128W	Paxin1_167385	1e-19	23%	85.1
YLR129W	Paxin1_126700	0.0	41%	663
YLR129W	Paxin1_87763	8e-27	25%	114
YLR129W	Paxin1_78298	2e-24	23%	107
YLR129W	Paxin1_50616	3e-24	24%	102
YLR129W	Paxin1_83342	7e-24	24%	105
YLR130C	Paxin1_125102	6e-45	42%	158
YLR130C	Paxin1_169551	1e-44	40%	157
YLR130C	Paxin1_69342	9e-22	36%	95.9
YLR131C	Paxin1_166990	7e-18	36%	82.4
YLR131C	Paxin1_103450	3e-17	35%	85.1
YLR131C	Paxin1_79360	1e-15	34%	73.9
YLR132C				
YLR133W	Paxin1_95085	3e-41	31%	154
YLR134W	Paxin1_175618	5e-166	45%	484
YLR134W	Paxin1_168208	6e-17	23%	83.2
YLR135W				
YLR136C	Paxin1_64497	5e-18	53%	82.8
YLR137W				
YLR138W	Paxin1_59254	8e-118	43%	367
YLR138W	Paxin1_166836	6e-101	38%	325
YLR139C				
YLR140W				
YLR141W				
YLR142W				
YLR143W	Paxin1_7527	9e-73	33%	249
YLR144C				
YLR145W				
YLR146C	Paxin1_166737	1e-80	47%	258
YLR146W-A				
YLR147C	Paxin1_8921	4e-33	54%	110
YLR147C	Paxin1_169031	2e-12	38%	58.2
YLR148W	Paxin1_165233	1e-69	25%	250
YLR149C				
YLR149C-A				
YLR150W				
YLR151C	Paxin1_171971	3e-19	45%	87.4
YLR151C	Paxin1_118517	7e-15	36%	72.8
YLR152C	Paxin1_76428	3e-21	33%	96.3
YLR153C	Paxin1_11037	3e-176	57%	513
YLR153C	Paxin1_167195	2e-32	25%	132
YLR153C	Paxin1_178709	4e-32	24%	131
YLR153C	Paxin1_111237	5e-23	25%	102
YLR153C	Paxin1_176643	1e-21	24%	98.2
YLR154C				
YLR154C-G				
YLR154C-H				
YLR154W-A	Paxin1_87140	2e-32	88%	106
YLR154W-A	Paxin1_87152	2e-32	88%	106
YLR154W-B				
YLR154W-C				
YLR154W-E				
YLR154W-F				
YLR155C				
YLR156C-A				
YLR156W				
YLR157C				
YLR157C-A				
YLR157C-B	Paxin1_52884	3e-22	24%	100
YLR157C-B	Paxin1_52879	1e-21	31%	95.1
YLR157C-B	Paxin1_52825	2e-20	28%	93.2
YLR157C-B	Paxin1_48658	6e-12	31%	65.1
YLR157C-C				
YLR157W-D				
YLR157W-E				
YLR158C				
YLR159C-A				
YLR159W				
YLR160C				
YLR161W				
YLR162W				
YLR162W-A	Paxin1_87140	2e-27	94%	94.4
YLR162W-A	Paxin1_87152	2e-27	94%	94.4
YLR163C	Paxin1_166565	2e-171	55%	489
YLR163C	Paxin1_124470	8e-45	26%	162
YLR163W-A				
YLR164W	Paxin1_177180	2e-22	34%	87.0
YLR164W	Paxin1_141982	5e-22	34%	86.3
YLR165C				
YLR166C	Paxin1_164555	5e-33	26%	136
YLR167W	Paxin1_165728	8e-79	84%	229
YLR167W	Paxin1_5754	2e-49	99%	153
YLR167W	Paxin1_82237	2e-47	99%	154
YLR167W	Paxin1_91823	9e-47	99%	146
YLR167W	Paxin1_172172	2e-39	63%	138
YLR168C	Paxin1_164975	6e-41	39%	137
YLR168C	Paxin1_164983	7e-15	28%	70.1
YLR169W				
YLR170C	Paxin1_166357	2e-51	59%	160
YLR170C	Paxin1_78211	2e-35	45%	119
YLR170C	Paxin1_159594	4e-17	30%	73.6
YLR171W				
YLR172C	Paxin1_77295	8e-129	66%	367
YLR173W				
YLR174W	Paxin1_168511	0.0	61%	542
YLR175W	Paxin1_164447	0.0	77%	647
YLR176C	Paxin1_160678	1e-16	44%	83.2
YLR177W	Paxin1_123044	2e-25	32%	110
YLR178C	Paxin1_173561	2e-25	33%	97.4
YLR179C	Paxin1_173561	1e-16	28%	73.9
YLR180W	Paxin1_172118	0.0	75%	581
YLR181C				
YLR182W	Paxin1_66463	1e-35	24%	144
YLR182W	Paxin1_107851	3e-25	21%	110
YLR183C				
YLR184W				
YLR185W	Paxin1_171450	1e-40	73%	128
YLR186W	Paxin1_67004	8e-103	67%	297
YLR187W	Paxin1_170519	1e-34	26%	143
YLR188W	Paxin1_133652	9e-146	44%	435
YLR188W	Paxin1_167711	8e-76	36%	265
YLR188W	Paxin1_111294	1e-74	36%	261
YLR188W	Paxin1_167550	9e-70	35%	247
YLR188W	Paxin1_171478	7e-56	34%	201
YLR189C	Paxin1_123341	0.0	47%	600
YLR190W				
YLR191W	Paxin1_169747	7e-31	34%	115
YLR192C				
YLR193C	Paxin1_164983	4e-33	35%	116
YLR193C	Paxin1_164975	2e-16	25%	72.0
YLR194C				
YLR195C	Paxin1_131704	9e-143	51%	418
YLR196W	Paxin1_13746	3e-82	35%	271
YLR197W	Paxin1_129735	0.0	59%	520
YLR197W	Paxin1_166063	2e-91	41%	289
YLR197W	Paxin1_107442	4e-21	26%	95.5
YLR198C				
YLR199C				
YLR200W				
YLR201C				
YLR202C				
YLR203C	Paxin1_176265	9e-72	35%	232
YLR203C	Paxin1_121781	6e-60	43%	196
YLR204W				
YLR205C				
YLR206W	Paxin1_167799	1e-19	37%	91.3
YLR207W	Paxin1_114636	1e-31	26%	132
YLR208W	Paxin1_174886	6e-116	55%	336
YLR208W	Paxin1_163307	5e-20	35%	88.6
YLR208W	Paxin1_80956	7e-12	27%	64.7
YLR208W	Paxin1_170202	9e-12	26%	63.2
YLR208W	Paxin1_49222	2e-11	27%	63.5
YLR209C	Paxin1_93193	3e-56	38%	184
YLR210W	Paxin1_12705	2e-76	45%	249
YLR210W	Paxin1_82239	1e-70	42%	227
YLR210W	Paxin1_63339	6e-34	35%	131
YLR211C				
YLR212C	Paxin1_130642	3e-105	38%	320
YLR212C	Paxin1_169793	2e-47	31%	169
YLR212C	Paxin1_7576	9e-46	28%	164
YLR212C	Paxin1_7577	5e-43	29%	157
YLR212C	Paxin1_161192	3e-25	35%	102
YLR213C	Paxin1_163280	9e-49	32%	169
YLR214W	Paxin1_92374	2e-30	26%	124
YLR214W	Paxin1_22206	2e-29	27%	120
YLR214W	Paxin1_20700	3e-29	27%	120
YLR214W	Paxin1_14571	3e-27	23%	116
YLR214W	Paxin1_82571	8e-27	23%	114
YLR215C	Paxin1_111562	3e-47	31%	162
YLR216C	Paxin1_10870	6e-85	42%	262
YLR216C	Paxin1_140593	6e-57	58%	183
YLR216C	Paxin1_94591	7e-53	52%	173
YLR216C	Paxin1_68132	8e-51	56%	166
YLR216C	Paxin1_169236	4e-50	53%	164
YLR217W				
YLR218C				
YLR219W				
YLR220W	Paxin1_155093	5e-50	35%	167
YLR221C				
YLR222C	Paxin1_6127	1e-134	32%	422
YLR222C	Paxin1_126700	1e-28	22%	122
YLR222C	Paxin1_84962	7e-26	29%	109
YLR222C	Paxin1_87763	5e-25	26%	108
YLR222C	Paxin1_95140	5e-25	28%	106
YLR222C-A				
YLR223C				
YLR224W				
YLR225C				
YLR226W				
YLR227C				
YLR227W-A				
YLR227W-B	Paxin1_52884	2e-21	24%	98.2
YLR227W-B	Paxin1_52879	7e-21	31%	92.8
YLR227W-B	Paxin1_52825	2e-19	28%	90.5
YLR227W-B	Paxin1_48658	5e-11	31%	62.4
YLR228C				
YLR229C	Paxin1_73486	3e-121	88%	340
YLR229C	Paxin1_165088	3e-93	64%	269
YLR229C	Paxin1_170639	3e-63	51%	193
YLR229C	Paxin1_162132	1e-61	49%	189
YLR229C	Paxin1_125192	5e-51	43%	162
YLR230W				
YLR231C	Paxin1_112919	5e-138	48%	403
YLR232W				
YLR233C				
YLR234W	Paxin1_110078	1e-171	43%	503
YLR235C				
YLR236C				
YLR237W	Paxin1_114363	8e-56	27%	196
YLR237W	Paxin1_179500	2e-51	27%	184
YLR237W	Paxin1_121110	1e-36	26%	141
YLR237W	Paxin1_90669	2e-15	31%	73.9
YLR238W	Paxin1_138122	3e-14	36%	73.9
YLR239C				
YLR240W	Paxin1_171499	0.0	37%	548
YLR240W	Paxin1_168434	7e-30	26%	127
YLR240W	Paxin1_162286	1e-25	29%	112
YLR241W	Paxin1_168774	4e-107	32%	350
YLR241W	Paxin1_155549	1e-27	21%	119
YLR241W	Paxin1_76693	2e-27	22%	117
YLR241W	Paxin1_97948	8e-18	29%	87.4
YLR242C				
YLR243W	Paxin1_166320	1e-97	50%	287
YLR243W	Paxin1_176689	3e-44	39%	150
YLR243W	Paxin1_166587	2e-22	27%	94.4
YLR244C	Paxin1_131140	5e-145	57%	415
YLR244C	Paxin1_170584	1e-64	39%	208
YLR245C	Paxin1_174376	4e-32	38%	110
YLR245C	Paxin1_88802	1e-21	32%	84.3
YLR246W	Paxin1_112529	2e-34	31%	133
YLR246W	Paxin1_161618	1e-14	29%	73.6
YLR246W	Paxin1_160011	1e-12	36%	67.4
YLR246W	Paxin1_167627	7e-11	26%	62.0
YLR247C	Paxin1_161716	3e-23	24%	107
YLR247C	Paxin1_97103	4e-16	29%	82.8
YLR247C	Paxin1_68178	5e-15	25%	79.3
YLR247C	Paxin1_10741	1e-14	25%	78.6
YLR247C	Paxin1_173096	2e-14	28%	78.2
YLR248W	Paxin1_160756	8e-115	46%	354
YLR248W	Paxin1_88902	1e-34	32%	135
YLR248W	Paxin1_168752	2e-32	31%	132
YLR248W	Paxin1_171043	2e-32	30%	130
YLR248W	Paxin1_168826	1e-30	27%	124
YLR249W	Paxin1_166847	0.0	40%	654
YLR249W	Paxin1_162104	0.0	55%	629
YLR249W	Paxin1_171978	2e-44	30%	170
YLR249W	Paxin1_5505	5e-30	31%	124
YLR249W	Paxin1_84947	5e-22	45%	101
YLR250W	Paxin1_106111	9e-15	30%	70.9
YLR251W	Paxin1_171247	9e-33	38%	115
YLR251W	Paxin1_89402	2e-31	37%	111
YLR251W	Paxin1_5643	1e-24	34%	94.7
YLR252W				
YLR253W	Paxin1_110361	3e-113	39%	349
YLR253W	Paxin1_166620	6e-37	28%	144
YLR253W	Paxin1_161628	3e-12	29%	67.8
YLR254C				
YLR255C				
YLR256W				
YLR256W-A				
YLR257W				
YLR258W	Paxin1_69631	0.0	63%	859
YLR259C	Paxin1_154760	0.0	71%	770
YLR260W	Paxin1_168224	1e-33	35%	134
YLR261C				
YLR262C	Paxin1_74227	3e-87	63%	255
YLR262C	Paxin1_103177	3e-46	39%	151
YLR262C	Paxin1_165176	2e-42	43%	142
YLR262C	Paxin1_73497	6e-40	39%	134
YLR262C	Paxin1_170075	6e-39	34%	132
YLR262C-A				
YLR263W				
YLR264C-A				
YLR264W	Paxin1_99257	3e-33	88%	116
YLR264W	Paxin1_63256	4e-26	75%	89.7
YLR265C				
YLR266C				
YLR267W				
YLR268W	Paxin1_166243	8e-54	42%	171
YLR269C				
YLR270W	Paxin1_177308	5e-52	34%	175
YLR271W				
YLR272C	Paxin1_163267	0.0	33%	633
YLR273C				
YLR274W	Paxin1_123446	0.0	54%	803
YLR274W	Paxin1_85941	1e-103	37%	335
YLR274W	Paxin1_109366	5e-98	32%	323
YLR274W	Paxin1_113603	2e-96	31%	319
YLR274W	Paxin1_164971	2e-96	37%	317
YLR275W	Paxin1_165065	3e-40	59%	128
YLR276C	Paxin1_160225	0.0	47%	539
YLR276C	Paxin1_113041	2e-51	31%	182
YLR276C	Paxin1_173799	2e-37	33%	147
YLR276C	Paxin1_168904	8e-37	28%	142
YLR276C	Paxin1_112075	8e-36	29%	141
YLR277C	Paxin1_166826	0.0	41%	583
YLR277C	Paxin1_109303	3e-178	38%	527
YLR277C	Paxin1_96548	3e-13	23%	72.4
YLR278C				
YLR279W				
YLR280C				
YLR281C	Paxin1_162398	8e-15	44%	68.6
YLR282C				
YLR283W				
YLR284C				
YLR285C-A				
YLR285W	Paxin1_108797	2e-57	40%	183
YLR285W	Paxin1_95933	2e-11	29%	61.6
YLR286C	Paxin1_14586	1e-74	45%	243
YLR286C	Paxin1_21964	9e-73	41%	238
YLR286C	Paxin1_139129	3e-70	46%	232
YLR286C	Paxin1_94335	4e-47	41%	164
YLR286W-A				
YLR287C				
YLR287C-A	Paxin1_10917	1e-24	82%	86.3
YLR288C				
YLR289W	Paxin1_182026	0.0	48%	588
YLR289W	Paxin1_165289	3e-25	38%	110
YLR289W	Paxin1_67798	2e-17	34%	85.5
YLR289W	Paxin1_165449	2e-17	37%	85.5
YLR289W	Paxin1_161079	3e-17	35%	84.7
YLR290C	Paxin1_168361	7e-29	35%	110
YLR291C				
YLR292C				
YLR293C	Paxin1_162517	2e-134	84%	375
YLR293C	Paxin1_73497	2e-27	34%	102
YLR293C	Paxin1_64035	2e-26	30%	99.8
YLR293C	Paxin1_74227	4e-26	34%	99.8
YLR293C	Paxin1_170075	4e-26	33%	99.4
YLR294C				
YLR295C				
YLR296W				
YLR297W				
YLR298C				
YLR299C-A				
YLR299W	Paxin1_128053	1e-81	35%	269
YLR300W	Paxin1_165343	4e-82	40%	258
YLR300W	Paxin1_73315	3e-52	33%	187
YLR300W	Paxin1_83747	4e-41	28%	155
YLR300W	Paxin1_171666	1e-24	27%	105
YLR300W	Paxin1_154780	4e-16	36%	77.0
YLR301W				
YLR302C				
YLR303W	Paxin1_174928	0.0	61%	543
YLR303W	Paxin1_166655	6e-174	57%	493
YLR303W	Paxin1_96827	8e-137	60%	394
YLR303W	Paxin1_103517	9e-136	59%	392
YLR303W	Paxin1_138106	4e-49	30%	172
YLR304C	Paxin1_165034	0.0	54%	798
YLR304C	Paxin1_153998	6e-173	65%	513
YLR304C	Paxin1_171495	9e-39	28%	153
YLR304C	Paxin1_166113	6e-26	26%	113
YLR304C	Paxin1_166656	5e-25	26%	110
YLR305C	Paxin1_168434	0.0	32%	800
YLR305C	Paxin1_162286	2e-52	42%	201
YLR305C	Paxin1_171499	1e-26	25%	117
YLR306W	Paxin1_165357	7e-54	46%	168
YLR306W	Paxin1_170199	2e-24	36%	93.2
YLR306W	Paxin1_168830	2e-23	41%	89.7
YLR306W	Paxin1_164151	4e-21	37%	84.0
YLR306W	Paxin1_167405	2e-17	32%	77.0
YLR307C-A				
YLR307W	Paxin1_174550	7e-30	35%	115
YLR307W	Paxin1_161071	3e-24	36%	100
YLR307W	Paxin1_165766	2e-23	35%	98.6
YLR308W	Paxin1_174550	3e-27	34%	108
YLR308W	Paxin1_165766	4e-26	36%	106
YLR308W	Paxin1_161071	3e-25	33%	103
YLR309C				
YLR310C	Paxin1_154335	3e-58	31%	220
YLR310C	Paxin1_175648	7e-58	33%	219
YLR310C	Paxin1_115260	4e-54	32%	205
YLR310C	Paxin1_178279	3e-11	26%	67.4
YLR311C				
YLR312C				
YLR312W-A				
YLR313C				
YLR314C	Paxin1_165209	3e-147	50%	428
YLR314C	Paxin1_153432	1e-76	36%	245
YLR314C	Paxin1_168396	1e-66	38%	217
YLR314C	Paxin1_63418	5e-62	34%	207
YLR315W				
YLR316C	Paxin1_179666	3e-12	29%	65.9
YLR317W				
YLR318W				
YLR319C	Paxin1_165537	4e-56	27%	207
YLR319C	Paxin1_163952	2e-11	27%	61.6
YLR320W				
YLR321C	Paxin1_97857	9e-26	29%	108
YLR322W				
YLR323C	Paxin1_118711	3e-34	43%	125
YLR324W	Paxin1_153626	1e-17	21%	84.7
YLR325C	Paxin1_171037	3e-18	55%	70.5
YLR326W	Paxin1_172068	6e-11	28%	59.3
YLR327C				
YLR328W	Paxin1_169000	2e-101	57%	301
YLR329W				
YLR330W	Paxin1_170593	1e-58	43%	203
YLR330W	Paxin1_19981	9e-55	48%	186
YLR331C				
YLR332W				
YLR333C	Paxin1_166035	1e-30	61%	103
YLR334C				
YLR335W				
YLR336C	Paxin1_163689	3e-85	28%	290
YLR337C				
YLR338W				
YLR339C				
YLR340W	Paxin1_169865	6e-121	63%	348
YLR341W				
YLR342W	Paxin1_162657	0.0	56%	2016
YLR342W	Paxin1_10239	0.0	54%	1909
YLR342W	Paxin1_179870	9e-12	55%	67.0
YLR342W-A				
YLR343W	Paxin1_164923	4e-79	37%	258
YLR344W	Paxin1_154854	2e-50	61%	155
YLR345W	Paxin1_99245	2e-88	35%	280
YLR345W	Paxin1_175759	1e-44	27%	163
YLR345W	Paxin1_103513	5e-44	26%	162
YLR346C				
YLR347C	Paxin1_9340	0.0	39%	602
YLR347W-A				
YLR348C	Paxin1_76244	7e-68	43%	212
YLR348C	Paxin1_164949	4e-64	42%	202
YLR348C	Paxin1_120432	4e-18	26%	82.0
YLR348C	Paxin1_172613	5e-17	26%	78.6
YLR348C	Paxin1_114742	4e-15	25%	73.6
YLR349W				
YLR350W	Paxin1_96715	1e-41	42%	140
YLR351C	Paxin1_168011	6e-102	48%	299
YLR352W				
YLR353W				
YLR354C	Paxin1_176261	6e-154	66%	434
YLR354C	Paxin1_167584	2e-147	65%	417
YLR354C	Paxin1_162720	1e-20	27%	89.7
YLR355C	Paxin1_171498	0.0	70%	553
YLR356W				
YLR357W	Paxin1_115574	8e-30	32%	125
YLR358C				
YLR359W	Paxin1_163591	0.0	69%	681
YLR359W	Paxin1_75464	8e-18	25%	84.3
YLR360W				
YLR361C	Paxin1_165536	1e-41	32%	158
YLR361C	Paxin1_113377	5e-20	26%	91.7
YLR361C-A				
YLR362W	Paxin1_10435	2e-93	54%	317
YLR362W	Paxin1_65124	2e-64	40%	223
YLR362W	Paxin1_165722	3e-48	33%	183
YLR362W	Paxin1_151983	2e-47	34%	180
YLR362W	Paxin1_89625	3e-47	33%	168
YLR363C				
YLR363W-A				
YLR364C-A				
YLR364W				
YLR365W				
YLR366W				
YLR367W	Paxin1_168441	3e-71	76%	208
YLR368W				
YLR369W	Paxin1_169045	0.0	49%	594
YLR369W	Paxin1_162475	5e-172	48%	504
YLR369W	Paxin1_167442	3e-164	47%	485
YLR369W	Paxin1_73182	1e-149	43%	446
YLR369W	Paxin1_120135	3e-54	39%	185
YLR370C	Paxin1_127097	3e-59	53%	181
YLR371W	Paxin1_165765	5e-102	38%	352
YLR371W	Paxin1_6863	6e-54	25%	204
YLR371W	Paxin1_163479	5e-42	25%	166
YLR371W	Paxin1_96076	1e-25	24%	112
YLR371W	Paxin1_103147	5e-20	28%	94.0
YLR372W	Paxin1_171281	6e-61	41%	196
YLR372W	Paxin1_110433	2e-60	38%	195
YLR372W	Paxin1_165152	5e-60	45%	193
YLR372W	Paxin1_22261	3e-58	38%	190
YLR372W	Paxin1_119639	1e-56	37%	186
YLR373C				
YLR374C				
YLR375W				
YLR376C				
YLR377C	Paxin1_168081	4e-130	56%	374
YLR378C	Paxin1_169968	0.0	62%	601
YLR378C	Paxin1_10614	3e-24	39%	102
YLR379W				
YLR380W	Paxin1_67765	2e-18	33%	83.6
YLR381W				
YLR382C	Paxin1_166622	9e-13	23%	71.2
YLR383W	Paxin1_182241	2e-56	27%	212
YLR383W	Paxin1_31680	1e-11	25%	68.6
YLR384C	Paxin1_77003	2e-93	31%	328
YLR385C				
